date,location,new_cases,new_deaths,total_cases,total_deaths
1/25/2020,Italy,0,0,0,0
1/26/2020,Italy,0,0,0,0
1/27/2020,Italy,0,0,0,0
1/28/2020,Italy,0,0,0,0
1/29/2020,Italy,0,0,0,0
1/30/2020,Italy,0,0,0,0
1/31/2020,Italy,3,0,3,0
2/1/2020,Italy,0,0,3,0
2/2/2020,Italy,0,0,3,0
2/3/2020,Italy,0,0,3,0
2/4/2020,Italy,0,0,3,0
2/5/2020,Italy,0,0,3,0
2/6/2020,Italy,0,0,3,0
2/7/2020,Italy,0,0,3,0
2/8/2020,Italy,0,0,3,0
2/9/2020,Italy,0,0,3,0
2/10/2020,Italy,0,0,3,0
2/11/2020,Italy,0,0,3,0
2/12/2020,Italy,0,0,3,0
2/13/2020,Italy,0,0,3,0
2/14/2020,Italy,0,0,3,0
2/15/2020,Italy,0,0,3,0
2/16/2020,Italy,0,0,3,0
2/17/2020,Italy,0,0,3,0
2/18/2020,Italy,0,0,3,0
2/19/2020,Italy,0,0,3,0
2/20/2020,Italy,0,0,3,0
2/21/2020,Italy,0,0,3,0
2/22/2020,Italy,14,0,17,0
2/23/2020,Italy,62,2,79,2
2/24/2020,Italy,53,0,132,2
2/25/2020,Italy,97,4,229,6
2/26/2020,Italy,93,5,322,11
2/27/2020,Italy,78,1,400,12
2/28/2020,Italy,250,5,650,17
2/29/2020,Italy,238,4,888,21
3/1/2020,Italy,240,8,1128,29
3/2/2020,Italy,561,6,1689,35
3/3/2020,Italy,146,17,1835,52
3/4/2020,Italy,667,28,2502,80
3/5/2020,Italy,587,27,3089,107
3/6/2020,Italy,769,41,3858,148
3/7/2020,Italy,778,49,4636,197
3/8/2020,Italy,1247,36,5883,233
3/9/2020,Italy,1492,133,7375,366
3/10/2020,Italy,1797,98,9172,464
3/11/2020,Italy,977,167,10149,631
3/12/2020,Italy,2313,196,12462,827
3/13/2020,Italy,2651,189,15113,1016
3/14/2020,Italy,2547,252,17660,1268
3/15/2020,Italy,90,173,17750,1441
3/16/2020,Italy,6230,370,23980,1811
3/17/2020,Italy,4000,347,27980,2158
3/18/2020,Italy,3526,347,31506,2505
3/19/2020,Italy,4207,473,35713,2978
3/20/2020,Italy,5322,429,41035,3407
3/21/2020,Italy,5986,625,47021,4032
3/22/2020,Italy,6557,795,53578,4827
3/23/2020,Italy,5560,649,59138,5476
3/24/2020,Italy,4789,601,63927,6077
3/25/2020,Italy,5249,743,69176,6820
3/26/2020,Italy,5210,685,74386,7505
3/27/2020,Italy,6153,660,80539,8165
3/28/2020,Italy,5959,971,86498,9136
3/29/2020,Italy,5974,887,92472,10023
3/30/2020,Italy,5217,758,97689,10781
3/12/2020,Jamaica,2,0,2,0
3/13/2020,Jamaica,4,0,6,0
3/14/2020,Jamaica,2,0,8,0
3/16/2020,Jamaica,2,0,10,0
3/17/2020,Jamaica,0,0,10,0
3/18/2020,Jamaica,3,0,13,0
3/19/2020,Jamaica,2,0,15,0
3/20/2020,Jamaica,1,0,16,0
3/21/2020,Jamaica,3,0,19,0
3/22/2020,Jamaica,0,0,19,0
3/23/2020,Jamaica,0,0,19,0
3/24/2020,Jamaica,0,0,19,0
3/25/2020,Jamaica,2,1,21,1
3/26/2020,Jamaica,4,0,25,1
3/27/2020,Jamaica,1,0,26,1
3/28/2020,Jamaica,0,0,26,1
3/29/2020,Jamaica,6,0,32,1
3/30/2020,Jamaica,2,0,34,1
12/31/2019,Japan,0,0,0,0
1/1/2020,Japan,0,0,0,0
1/2/2020,Japan,0,0,0,0
1/3/2020,Japan,0,0,0,0
1/4/2020,Japan,0,0,0,0
1/5/2020,Japan,0,0,0,0
1/6/2020,Japan,0,0,0,0
1/7/2020,Japan,0,0,0,0
1/8/2020,Japan,0,0,0,0
1/9/2020,Japan,0,0,0,0
1/10/2020,Japan,0,0,0,0
1/11/2020,Japan,0,0,0,0
1/12/2020,Japan,0,0,0,0
1/13/2020,Japan,0,0,0,0
1/14/2020,Japan,0,0,0,0
1/15/2020,Japan,1,0,1,0
1/16/2020,Japan,0,0,1,0
1/17/2020,Japan,0,0,1,0
1/18/2020,Japan,0,0,1,0
1/19/2020,Japan,0,0,1,0
1/20/2020,Japan,0,0,1,0
1/21/2020,Japan,0,0,1,0
1/22/2020,Japan,0,0,1,0
1/23/2020,Japan,0,0,1,0
1/24/2020,Japan,1,0,2,0
1/25/2020,Japan,0,0,2,0
1/26/2020,Japan,1,0,3,0
1/27/2020,Japan,0,0,3,0
1/28/2020,Japan,1,0,4,0
1/29/2020,Japan,3,0,7,0
1/30/2020,Japan,4,0,11,0
1/31/2020,Japan,3,0,14,0
2/1/2020,Japan,1,0,15,0
2/2/2020,Japan,4,0,19,0
2/3/2020,Japan,1,0,20,0
2/4/2020,Japan,0,0,20,0
2/5/2020,Japan,5,0,25,0
2/6/2020,Japan,0,0,25,0
2/7/2020,Japan,0,0,25,0
2/8/2020,Japan,0,0,25,0
2/9/2020,Japan,0,0,25,0
2/10/2020,Japan,0,0,25,0
2/11/2020,Japan,0,0,25,0
2/12/2020,Japan,0,0,25,0
2/13/2020,Japan,4,1,29,1
2/14/2020,Japan,1,0,30,1
2/15/2020,Japan,8,0,38,1
2/16/2020,Japan,14,0,52,1
2/17/2020,Japan,7,0,59,1
2/18/2020,Japan,0,0,59,1
2/19/2020,Japan,7,0,66,1
2/20/2020,Japan,18,0,84,1
2/21/2020,Japan,9,0,93,1
2/22/2020,Japan,12,0,105,1
2/23/2020,Japan,27,0,132,1
2/24/2020,Japan,12,0,144,1
2/25/2020,Japan,0,0,144,1
2/26/2020,Japan,20,0,164,1
2/27/2020,Japan,22,2,186,3
2/28/2020,Japan,24,0,210,3
2/29/2020,Japan,20,0,230,3
3/1/2020,Japan,9,2,239,5
3/2/2020,Japan,15,1,254,6
3/3/2020,Japan,0,0,254,6
3/4/2020,Japan,14,0,268,6
3/5/2020,Japan,49,0,317,6
3/6/2020,Japan,32,0,349,6
3/7/2020,Japan,59,0,408,6
3/8/2020,Japan,47,0,455,6
3/9/2020,Japan,33,1,488,7
3/10/2020,Japan,26,2,514,9
3/11/2020,Japan,54,3,568,12
3/12/2020,Japan,51,3,619,15
3/13/2020,Japan,56,4,675,19
3/14/2020,Japan,62,2,737,21
3/15/2020,Japan,43,1,780,22
3/16/2020,Japan,34,2,814,24
3/17/2020,Japan,10,4,824,28
3/18/2020,Japan,5,0,829,28
3/19/2020,Japan,44,1,873,29
3/20/2020,Japan,77,4,950,33
3/21/2020,Japan,57,2,1007,35
3/22/2020,Japan,39,1,1046,36
3/23/2020,Japan,43,5,1089,41
3/24/2020,Japan,39,1,1128,42
3/25/2020,Japan,65,1,1193,43
3/26/2020,Japan,75,2,1268,45
3/27/2020,Japan,96,1,1364,46
3/28/2020,Japan,135,3,1499,49
3/29/2020,Japan,194,3,1693,52
3/30/2020,Japan,173,2,1866,54
3/20/2020,Jersey,5,0,5,0
3/21/2020,Jersey,7,0,12,0
3/22/2020,Jersey,0,0,12,0
3/23/2020,Jersey,3,0,15,0
3/24/2020,Jersey,3,0,18,0
3/25/2020,Jersey,0,0,18,0
3/26/2020,Jersey,0,0,18,0
3/27/2020,Jersey,14,1,32,1
3/28/2020,Jersey,20,0,52,1
3/29/2020,Jersey,9,0,61,1
3/30/2020,Jersey,2,1,63,2
3/3/2020,Jordan,1,0,1,0
3/8/2020,Jordan,0,0,1,0
3/15/2020,Jordan,0,0,1,0
3/16/2020,Jordan,14,0,15,0
3/17/2020,Jordan,1,0,16,0
3/18/2020,Jordan,19,0,35,0
3/19/2020,Jordan,17,0,52,0
3/20/2020,Jordan,4,0,56,0
3/21/2020,Jordan,13,0,69,0
3/22/2020,Jordan,15,0,84,0
3/23/2020,Jordan,15,0,99,0
3/24/2020,Jordan,13,0,112,0
3/25/2020,Jordan,15,0,127,0
3/26/2020,Jordan,26,0,153,0
3/27/2020,Jordan,19,0,172,0
3/28/2020,Jordan,40,0,212,0
3/29/2020,Jordan,23,1,235,1
3/30/2020,Jordan,24,0,259,1
3/15/2020,Kazakhstan,6,0,6,0
3/16/2020,Kazakhstan,3,0,9,0
3/17/2020,Kazakhstan,2,0,11,0
3/18/2020,Kazakhstan,22,0,33,0
3/19/2020,Kazakhstan,4,0,37,0
3/20/2020,Kazakhstan,12,0,49,0
3/21/2020,Kazakhstan,4,0,53,0
3/22/2020,Kazakhstan,3,0,56,0
3/23/2020,Kazakhstan,4,0,60,0
3/24/2020,Kazakhstan,2,0,62,0
3/25/2020,Kazakhstan,17,0,79,0
3/26/2020,Kazakhstan,9,0,88,0
3/27/2020,Kazakhstan,32,0,120,0
3/28/2020,Kazakhstan,73,0,193,0
3/29/2020,Kazakhstan,36,0,229,0
3/30/2020,Kazakhstan,55,1,284,1
3/14/2020,Kenya,1,0,1,0
3/15/2020,Kenya,0,0,1,0
3/16/2020,Kenya,2,0,3,0
3/17/2020,Kenya,0,0,3,0
3/18/2020,Kenya,1,0,4,0
3/19/2020,Kenya,3,0,7,0
3/20/2020,Kenya,0,0,7,0
3/21/2020,Kenya,0,0,7,0
3/22/2020,Kenya,0,0,7,0
3/23/2020,Kenya,8,0,15,0
3/24/2020,Kenya,1,0,16,0
3/25/2020,Kenya,9,0,25,0
3/26/2020,Kenya,0,0,25,0
3/27/2020,Kenya,6,1,31,1
3/28/2020,Kenya,0,0,31,1
3/29/2020,Kenya,7,0,38,1
3/30/2020,Kenya,4,0,42,1
3/16/2020,Kosovo,2,0,2,0
3/17/2020,Kosovo,0,0,2,0
3/18/2020,Kosovo,17,0,19,0
3/19/2020,Kosovo,0,0,19,0
3/20/2020,Kosovo,2,0,21,0
3/21/2020,Kosovo,3,0,24,0
3/22/2020,Kosovo,0,0,24,0
3/23/2020,Kosovo,7,1,31,1
3/24/2020,Kosovo,30,0,61,1
3/25/2020,Kosovo,2,0,63,1
3/26/2020,Kosovo,8,0,71,1
3/27/2020,Kosovo,8,0,79,1
3/28/2020,Kosovo,7,0,86,1
3/29/2020,Kosovo,0,0,86,1
3/30/2020,Kosovo,0,0,86,1
12/31/2019,Kuwait,0,0,0,0
1/1/2020,Kuwait,0,0,0,0
1/2/2020,Kuwait,0,0,0,0
1/3/2020,Kuwait,0,0,0,0
1/4/2020,Kuwait,0,0,0,0
1/5/2020,Kuwait,0,0,0,0
1/6/2020,Kuwait,0,0,0,0
1/7/2020,Kuwait,0,0,0,0
1/8/2020,Kuwait,0,0,0,0
1/9/2020,Kuwait,0,0,0,0
1/10/2020,Kuwait,0,0,0,0
1/11/2020,Kuwait,0,0,0,0
1/12/2020,Kuwait,0,0,0,0
1/13/2020,Kuwait,0,0,0,0
1/14/2020,Kuwait,0,0,0,0
1/15/2020,Kuwait,0,0,0,0
1/16/2020,Kuwait,0,0,0,0
1/17/2020,Kuwait,0,0,0,0
1/18/2020,Kuwait,0,0,0,0
1/19/2020,Kuwait,0,0,0,0
1/20/2020,Kuwait,0,0,0,0
1/21/2020,Kuwait,0,0,0,0
1/22/2020,Kuwait,0,0,0,0
1/23/2020,Kuwait,0,0,0,0
1/24/2020,Kuwait,0,0,0,0
1/25/2020,Kuwait,0,0,0,0
1/26/2020,Kuwait,0,0,0,0
1/27/2020,Kuwait,0,0,0,0
1/28/2020,Kuwait,0,0,0,0
1/29/2020,Kuwait,0,0,0,0
1/30/2020,Kuwait,0,0,0,0
1/31/2020,Kuwait,0,0,0,0
2/1/2020,Kuwait,0,0,0,0
2/2/2020,Kuwait,0,0,0,0
2/3/2020,Kuwait,0,0,0,0
2/4/2020,Kuwait,0,0,0,0
2/5/2020,Kuwait,0,0,0,0
2/6/2020,Kuwait,0,0,0,0
2/7/2020,Kuwait,0,0,0,0
2/8/2020,Kuwait,0,0,0,0
2/9/2020,Kuwait,0,0,0,0
2/10/2020,Kuwait,0,0,0,0
2/11/2020,Kuwait,0,0,0,0
2/12/2020,Kuwait,0,0,0,0
2/13/2020,Kuwait,0,0,0,0
2/14/2020,Kuwait,0,0,0,0
2/15/2020,Kuwait,0,0,0,0
2/16/2020,Kuwait,0,0,0,0
2/17/2020,Kuwait,0,0,0,0
2/18/2020,Kuwait,0,0,0,0
2/19/2020,Kuwait,0,0,0,0
2/20/2020,Kuwait,0,0,0,0
2/21/2020,Kuwait,0,0,0,0
2/22/2020,Kuwait,0,0,0,0
2/23/2020,Kuwait,0,0,0,0
2/24/2020,Kuwait,3,0,3,0
2/25/2020,Kuwait,2,0,5,0
2/26/2020,Kuwait,6,0,11,0
2/27/2020,Kuwait,15,0,26,0
2/28/2020,Kuwait,17,0,43,0
2/29/2020,Kuwait,2,0,45,0
3/1/2020,Kuwait,0,0,45,0
3/2/2020,Kuwait,1,0,46,0
3/3/2020,Kuwait,10,0,56,0
3/6/2020,Kuwait,2,0,58,0
3/8/2020,Kuwait,3,0,61,0
3/9/2020,Kuwait,3,0,64,0
3/10/2020,Kuwait,1,0,65,0
3/11/2020,Kuwait,4,0,69,0
3/12/2020,Kuwait,3,0,72,0
3/13/2020,Kuwait,8,0,80,0
3/14/2020,Kuwait,20,0,100,0
3/15/2020,Kuwait,4,0,104,0
3/16/2020,Kuwait,8,0,112,0
3/17/2020,Kuwait,11,0,123,0
3/18/2020,Kuwait,7,0,130,0
3/19/2020,Kuwait,12,0,142,0
3/20/2020,Kuwait,6,0,148,0
3/21/2020,Kuwait,11,0,159,0
3/22/2020,Kuwait,17,0,176,0
3/23/2020,Kuwait,12,0,188,0
3/24/2020,Kuwait,1,0,189,0
3/25/2020,Kuwait,2,0,191,0
3/26/2020,Kuwait,4,0,195,0
3/27/2020,Kuwait,13,0,208,0
3/28/2020,Kuwait,17,0,225,0
3/29/2020,Kuwait,10,0,235,0
3/30/2020,Kuwait,20,0,255,0
3/19/2020,Kyrgyzstan,3,0,3,0
3/20/2020,Kyrgyzstan,3,0,6,0
3/21/2020,Kyrgyzstan,0,0,6,0
3/22/2020,Kyrgyzstan,8,0,14,0
3/23/2020,Kyrgyzstan,0,0,14,0
3/24/2020,Kyrgyzstan,2,0,16,0
3/25/2020,Kyrgyzstan,26,0,42,0
3/26/2020,Kyrgyzstan,2,0,44,0
3/27/2020,Kyrgyzstan,0,0,44,0
3/28/2020,Kyrgyzstan,14,0,58,0
3/29/2020,Kyrgyzstan,26,0,84,0
3/30/2020,Kyrgyzstan,0,0,84,0
3/25/2020,Laos,2,0,2,0
3/26/2020,Laos,0,0,2,0
3/27/2020,Laos,4,0,6,0
3/28/2020,Laos,0,0,6,0
3/29/2020,Laos,0,0,6,0
3/30/2020,Laos,0,0,6,0
3/3/2020,Latvia,1,0,1,0
3/8/2020,Latvia,1,0,2,0
3/9/2020,Latvia,1,0,3,0
3/10/2020,Latvia,3,0,6,0
3/11/2020,Latvia,2,0,8,0
3/12/2020,Latvia,2,0,10,0
3/13/2020,Latvia,6,0,16,0
3/14/2020,Latvia,3,0,19,0
3/15/2020,Latvia,7,0,26,0
3/16/2020,Latvia,5,0,31,0
3/17/2020,Latvia,5,0,36,0
3/18/2020,Latvia,25,0,61,0
3/19/2020,Latvia,10,0,71,0
3/20/2020,Latvia,15,0,86,0
3/21/2020,Latvia,25,0,111,0
3/22/2020,Latvia,13,0,124,0
3/23/2020,Latvia,15,0,139,0
3/24/2020,Latvia,41,0,180,0
3/25/2020,Latvia,17,0,197,0
3/26/2020,Latvia,24,0,221,0
3/27/2020,Latvia,23,0,244,0
3/28/2020,Latvia,36,0,280,0
3/29/2020,Latvia,25,0,305,0
3/30/2020,Latvia,71,0,376,0
12/31/2019,Lebanon,0,0,0,0
1/1/2020,Lebanon,0,0,0,0
1/2/2020,Lebanon,0,0,0,0
1/3/2020,Lebanon,0,0,0,0
1/4/2020,Lebanon,0,0,0,0
1/5/2020,Lebanon,0,0,0,0
1/6/2020,Lebanon,0,0,0,0
1/7/2020,Lebanon,0,0,0,0
1/8/2020,Lebanon,0,0,0,0
1/9/2020,Lebanon,0,0,0,0
1/10/2020,Lebanon,0,0,0,0
1/11/2020,Lebanon,0,0,0,0
1/12/2020,Lebanon,0,0,0,0
1/13/2020,Lebanon,0,0,0,0
1/14/2020,Lebanon,0,0,0,0
1/15/2020,Lebanon,0,0,0,0
1/16/2020,Lebanon,0,0,0,0
1/17/2020,Lebanon,0,0,0,0
1/18/2020,Lebanon,0,0,0,0
1/19/2020,Lebanon,0,0,0,0
1/20/2020,Lebanon,0,0,0,0
1/21/2020,Lebanon,0,0,0,0
1/22/2020,Lebanon,0,0,0,0
1/23/2020,Lebanon,0,0,0,0
1/24/2020,Lebanon,0,0,0,0
1/25/2020,Lebanon,0,0,0,0
1/26/2020,Lebanon,0,0,0,0
1/27/2020,Lebanon,0,0,0,0
1/28/2020,Lebanon,0,0,0,0
1/29/2020,Lebanon,0,0,0,0
1/30/2020,Lebanon,0,0,0,0
1/31/2020,Lebanon,0,0,0,0
2/1/2020,Lebanon,0,0,0,0
2/2/2020,Lebanon,0,0,0,0
2/3/2020,Lebanon,0,0,0,0
2/4/2020,Lebanon,0,0,0,0
2/5/2020,Lebanon,0,0,0,0
2/6/2020,Lebanon,0,0,0,0
2/7/2020,Lebanon,0,0,0,0
2/8/2020,Lebanon,0,0,0,0
2/9/2020,Lebanon,0,0,0,0
2/10/2020,Lebanon,0,0,0,0
2/11/2020,Lebanon,0,0,0,0
2/12/2020,Lebanon,0,0,0,0
2/13/2020,Lebanon,0,0,0,0
2/14/2020,Lebanon,0,0,0,0
2/15/2020,Lebanon,0,0,0,0
2/16/2020,Lebanon,0,0,0,0
2/17/2020,Lebanon,0,0,0,0
2/18/2020,Lebanon,0,0,0,0
2/19/2020,Lebanon,0,0,0,0
2/20/2020,Lebanon,0,0,0,0
2/21/2020,Lebanon,0,0,0,0
2/22/2020,Lebanon,1,0,1,0
2/23/2020,Lebanon,0,0,1,0
2/24/2020,Lebanon,0,0,1,0
2/25/2020,Lebanon,0,0,1,0
2/26/2020,Lebanon,0,0,1,0
2/27/2020,Lebanon,1,0,2,0
2/28/2020,Lebanon,1,0,3,0
2/29/2020,Lebanon,0,0,3,0
3/1/2020,Lebanon,1,0,4,0
3/2/2020,Lebanon,6,0,10,0
3/3/2020,Lebanon,3,0,13,0
3/6/2020,Lebanon,3,0,16,0
3/7/2020,Lebanon,6,0,22,0
3/9/2020,Lebanon,10,0,32,0
3/10/2020,Lebanon,9,0,41,0
3/11/2020,Lebanon,0,1,41,1
3/12/2020,Lebanon,20,1,61,2
3/13/2020,Lebanon,5,0,66,2
3/15/2020,Lebanon,27,1,93,3
3/16/2020,Lebanon,6,0,99,3
3/17/2020,Lebanon,21,0,120,3
3/18/2020,Lebanon,0,0,120,3
3/19/2020,Lebanon,13,1,133,4
3/20/2020,Lebanon,16,0,149,4
3/21/2020,Lebanon,14,0,163,4
3/22/2020,Lebanon,67,0,230,4
3/23/2020,Lebanon,18,0,248,4
3/24/2020,Lebanon,19,0,267,4
3/25/2020,Lebanon,37,0,304,4
3/26/2020,Lebanon,29,0,333,4
3/27/2020,Lebanon,35,2,368,6
3/28/2020,Lebanon,23,1,391,7
3/29/2020,Lebanon,21,1,412,8
3/30/2020,Lebanon,26,2,438,10
3/17/2020,Liberia,1,0,1,0
3/18/2020,Liberia,1,0,2,0
3/19/2020,Liberia,0,0,2,0
3/20/2020,Liberia,0,0,2,0
3/21/2020,Liberia,0,0,2,0
3/22/2020,Liberia,1,0,3,0
3/23/2020,Liberia,0,0,3,0
3/24/2020,Liberia,0,0,3,0
3/25/2020,Liberia,0,0,3,0
3/26/2020,Liberia,0,0,3,0
3/27/2020,Liberia,0,0,3,0
3/28/2020,Liberia,0,0,3,0
3/29/2020,Liberia,0,0,3,0
3/30/2020,Liberia,0,0,3,0
3/25/2020,Libya,1,0,1,0
3/26/2020,Libya,0,0,1,0
3/27/2020,Libya,0,0,1,0
3/28/2020,Libya,0,0,1,0
3/29/2020,Libya,0,0,1,0
3/30/2020,Libya,7,0,8,0
3/5/2020,Liechtenstein,1,0,1,0
3/12/2020,Liechtenstein,2,0,3,0
3/13/2020,Liechtenstein,1,0,4,0
3/14/2020,Liechtenstein,0,0,4,0
3/15/2020,Liechtenstein,0,0,4,0
3/16/2020,Liechtenstein,3,0,7,0
3/17/2020,Liechtenstein,0,0,7,0
3/18/2020,Liechtenstein,0,0,7,0
3/19/2020,Liechtenstein,18,0,25,0
3/20/2020,Liechtenstein,0,0,25,0
3/21/2020,Liechtenstein,9,0,34,0
3/22/2020,Liechtenstein,2,0,36,0
3/23/2020,Liechtenstein,10,0,46,0
3/24/2020,Liechtenstein,0,0,46,0
3/25/2020,Liechtenstein,1,0,47,0
3/26/2020,Liechtenstein,4,0,51,0
3/27/2020,Liechtenstein,5,0,56,0
3/28/2020,Liechtenstein,4,0,60,0
3/29/2020,Liechtenstein,1,0,61,0
3/30/2020,Liechtenstein,1,0,62,0
12/31/2019,Lithuania,0,0,0,0
1/1/2020,Lithuania,0,0,0,0
1/2/2020,Lithuania,0,0,0,0
1/3/2020,Lithuania,0,0,0,0
1/4/2020,Lithuania,0,0,0,0
1/5/2020,Lithuania,0,0,0,0
1/6/2020,Lithuania,0,0,0,0
1/7/2020,Lithuania,0,0,0,0
1/8/2020,Lithuania,0,0,0,0
1/9/2020,Lithuania,0,0,0,0
1/10/2020,Lithuania,0,0,0,0
1/11/2020,Lithuania,0,0,0,0
1/12/2020,Lithuania,0,0,0,0
1/13/2020,Lithuania,0,0,0,0
1/14/2020,Lithuania,0,0,0,0
1/15/2020,Lithuania,0,0,0,0
1/16/2020,Lithuania,0,0,0,0
1/17/2020,Lithuania,0,0,0,0
1/18/2020,Lithuania,0,0,0,0
1/19/2020,Lithuania,0,0,0,0
1/20/2020,Lithuania,0,0,0,0
1/21/2020,Lithuania,0,0,0,0
1/22/2020,Lithuania,0,0,0,0
1/23/2020,Lithuania,0,0,0,0
1/24/2020,Lithuania,0,0,0,0
1/25/2020,Lithuania,0,0,0,0
1/26/2020,Lithuania,0,0,0,0
1/27/2020,Lithuania,0,0,0,0
1/28/2020,Lithuania,0,0,0,0
1/29/2020,Lithuania,0,0,0,0
1/30/2020,Lithuania,0,0,0,0
1/31/2020,Lithuania,0,0,0,0
2/1/2020,Lithuania,0,0,0,0
2/2/2020,Lithuania,0,0,0,0
2/3/2020,Lithuania,0,0,0,0
2/4/2020,Lithuania,0,0,0,0
2/5/2020,Lithuania,0,0,0,0
2/6/2020,Lithuania,0,0,0,0
2/7/2020,Lithuania,0,0,0,0
2/8/2020,Lithuania,0,0,0,0
2/9/2020,Lithuania,0,0,0,0
2/10/2020,Lithuania,0,0,0,0
2/11/2020,Lithuania,0,0,0,0
2/12/2020,Lithuania,0,0,0,0
2/13/2020,Lithuania,0,0,0,0
2/14/2020,Lithuania,0,0,0,0
2/15/2020,Lithuania,0,0,0,0
2/16/2020,Lithuania,0,0,0,0
2/17/2020,Lithuania,0,0,0,0
2/18/2020,Lithuania,0,0,0,0
2/19/2020,Lithuania,0,0,0,0
2/20/2020,Lithuania,0,0,0,0
2/21/2020,Lithuania,0,0,0,0
2/22/2020,Lithuania,0,0,0,0
2/23/2020,Lithuania,0,0,0,0
2/24/2020,Lithuania,0,0,0,0
2/25/2020,Lithuania,0,0,0,0
2/26/2020,Lithuania,0,0,0,0
2/27/2020,Lithuania,0,0,0,0
2/28/2020,Lithuania,1,0,1,0
2/29/2020,Lithuania,0,0,1,0
3/1/2020,Lithuania,0,0,1,0
3/2/2020,Lithuania,0,0,1,0
3/11/2020,Lithuania,2,0,3,0
3/12/2020,Lithuania,0,0,3,0
3/14/2020,Lithuania,3,0,6,0
3/15/2020,Lithuania,3,0,9,0
3/16/2020,Lithuania,5,0,14,0
3/17/2020,Lithuania,3,0,17,0
3/18/2020,Lithuania,8,0,25,0
3/19/2020,Lithuania,8,0,33,0
3/20/2020,Lithuania,15,0,48,0
3/21/2020,Lithuania,21,1,69,1
3/22/2020,Lithuania,36,0,105,1
3/23/2020,Lithuania,38,0,143,1
3/24/2020,Lithuania,36,0,179,1
3/25/2020,Lithuania,30,1,209,2
3/26/2020,Lithuania,65,2,274,4
3/27/2020,Lithuania,25,0,299,4
3/28/2020,Lithuania,59,1,358,5
3/29/2020,Lithuania,36,2,394,7
3/30/2020,Lithuania,90,0,484,7
12/31/2019,Luxembourg,0,0,0,0
1/1/2020,Luxembourg,0,0,0,0
1/2/2020,Luxembourg,0,0,0,0
1/3/2020,Luxembourg,0,0,0,0
1/4/2020,Luxembourg,0,0,0,0
1/5/2020,Luxembourg,0,0,0,0
1/6/2020,Luxembourg,0,0,0,0
1/7/2020,Luxembourg,0,0,0,0
1/8/2020,Luxembourg,0,0,0,0
1/9/2020,Luxembourg,0,0,0,0
1/10/2020,Luxembourg,0,0,0,0
1/11/2020,Luxembourg,0,0,0,0
1/12/2020,Luxembourg,0,0,0,0
1/13/2020,Luxembourg,0,0,0,0
1/14/2020,Luxembourg,0,0,0,0
1/15/2020,Luxembourg,0,0,0,0
1/16/2020,Luxembourg,0,0,0,0
1/17/2020,Luxembourg,0,0,0,0
1/18/2020,Luxembourg,0,0,0,0
1/19/2020,Luxembourg,0,0,0,0
1/20/2020,Luxembourg,0,0,0,0
1/21/2020,Luxembourg,0,0,0,0
1/22/2020,Luxembourg,0,0,0,0
1/23/2020,Luxembourg,0,0,0,0
1/24/2020,Luxembourg,0,0,0,0
1/25/2020,Luxembourg,0,0,0,0
1/26/2020,Luxembourg,0,0,0,0
1/27/2020,Luxembourg,0,0,0,0
1/28/2020,Luxembourg,0,0,0,0
1/29/2020,Luxembourg,0,0,0,0
1/30/2020,Luxembourg,0,0,0,0
1/31/2020,Luxembourg,0,0,0,0
2/1/2020,Luxembourg,0,0,0,0
2/2/2020,Luxembourg,0,0,0,0
2/3/2020,Luxembourg,0,0,0,0
2/4/2020,Luxembourg,0,0,0,0
2/5/2020,Luxembourg,0,0,0,0
2/6/2020,Luxembourg,0,0,0,0
2/7/2020,Luxembourg,0,0,0,0
2/8/2020,Luxembourg,0,0,0,0
2/9/2020,Luxembourg,0,0,0,0
2/10/2020,Luxembourg,0,0,0,0
2/11/2020,Luxembourg,0,0,0,0
2/12/2020,Luxembourg,0,0,0,0
2/13/2020,Luxembourg,0,0,0,0
2/14/2020,Luxembourg,0,0,0,0
2/15/2020,Luxembourg,0,0,0,0
2/16/2020,Luxembourg,0,0,0,0
2/17/2020,Luxembourg,0,0,0,0
2/18/2020,Luxembourg,0,0,0,0
2/19/2020,Luxembourg,0,0,0,0
2/20/2020,Luxembourg,0,0,0,0
2/21/2020,Luxembourg,0,0,0,0
2/22/2020,Luxembourg,0,0,0,0
2/23/2020,Luxembourg,0,0,0,0
2/24/2020,Luxembourg,0,0,0,0
2/25/2020,Luxembourg,0,0,0,0
2/26/2020,Luxembourg,0,0,0,0
2/27/2020,Luxembourg,0,0,0,0
2/28/2020,Luxembourg,0,0,0,0
2/29/2020,Luxembourg,0,0,0,0
3/1/2020,Luxembourg,1,0,1,0
3/2/2020,Luxembourg,0,0,1,0
3/7/2020,Luxembourg,2,0,3,0
3/9/2020,Luxembourg,2,0,5,0
3/11/2020,Luxembourg,2,0,7,0
3/12/2020,Luxembourg,0,0,7,0
3/13/2020,Luxembourg,19,0,26,0
3/14/2020,Luxembourg,12,1,38,1
3/16/2020,Luxembourg,39,0,77,1
3/17/2020,Luxembourg,4,0,81,1
3/18/2020,Luxembourg,59,0,140,1
3/19/2020,Luxembourg,70,1,210,2
3/20/2020,Luxembourg,135,2,345,4
3/21/2020,Luxembourg,139,1,484,5
3/22/2020,Luxembourg,186,3,670,8
3/23/2020,Luxembourg,128,0,798,8
3/24/2020,Luxembourg,77,0,875,8
3/25/2020,Luxembourg,224,0,1099,8
3/26/2020,Luxembourg,234,0,1333,8
3/27/2020,Luxembourg,120,1,1453,9
